sat_path,svi_path,severity,description
002837_sat.png,002837_svi.png,Severe,"A street level photo of a residential neighborhood devastated by a recent hurricane. The asphalt road is wet and strewn with scattered debris and small puddles, while concrete sidewalks are heavily obscured by thick layers of muddy vegetative matter. Single-story houses line the street, many exhibiting widespread severe roof damage with large sections of missing shingles, exposed structural elements, and bright white or blue patches indicating emergency tarps. Broken windows are visible on some facades, and water stains likely mark the lower walls. Front yards are muddy, saturated, and cluttered with disheveled, massive piles of snapped tree branches, defoliated leaves, and various storm-generated refuse. The few remaining trees are largely denuded, appearing skeletal with numerous broken and splintered limbs. The sky is overcast, casting a somber, muted, and diffused light over the scene of widespread destruction."
002838_sat.png,002838_svi.png,Severe,"A street level photo of a coastal road in a disaster-affected area after a severe hurricane. The asphalt road surface appears damp and is partially covered with scattered organic debris, including small branches and matted leaves. The shoulders of the road are lined with a dense, chaotic mass of brown, defoliated trees and shrubs, completely stripped of their foliage, with many branches snapped or twisted. Utility poles along the road are visibly leaning, suggesting structural compromise, with potentially tangled or downed power lines. To one side, the road runs parallel to a dark, calm body of water, its immediate shoreline densely covered in matted, brown, and flattened vegetation debris. In the background or off to the side, two large, white, dome-shaped industrial storage tanks stand prominently, appearing structurally sound, starkly contrasting with the devastated natural environment. The sky is overcast and muted, casting a somber, diffused light over the scene."
002839_sat.png,002839_svi.png,Severe,"A street level photo of a hurricane-devastated coastal resort, showcasing widespread destruction. The ground is thick with wet, dark sand, mud, and large piles of debris including snapped palm fronds, broken tree limbs, and fragments of building materials. Asphalt roads are visible but heavily obscured by this wreckage. Multi-story resort buildings exhibit significant damage, with large sections of their roofs missing, exposing rafters and interior structures, and some walls appear compromised or stained by water. Broken windows are visible. Numerous palm trees are snapped, uprooted, or stripped bare of their fronds, lying scattered across the scene. In the background, a marina features damaged, askew docks and a displaced boat. The scene is under an overcast sky, casting a somber, diffused light."
002840_sat.png,002840_svi.png,Severe,"A street level photo of a severely hurricane-damaged coastal residential area under a bright, clear sky, casting distinct shadows. The asphalt road is submerged in murky brown floodwaters, heavily strewn with large piles of splintered wood, tangled tree debris, and household wreckage. Buildings along the street exhibit catastrophic damage: some houses have roofs entirely ripped off exposing their internal structures, broken windows, and collapsed walls, while others are reduced to piles of indistinguishable rubble. Bare, skeletal trees stand snapped or uprooted, completely stripped of foliage, giving the landscape a stark, devastated appearance."
002841_sat.png,002841_svi.png,Moderate,"A street level photo of a disaster-affected coastal neighborhood following a significant storm. The ground is a widespread expanse of flattened, matted, and brown vegetation debris, mixed with mud and standing water in lower areas. The asphalt road is dark with moisture, reflecting an overcast sky, and has visible puddles and scattered small debris such as branches and leaves. The two-story residential houses appear structurally standing, but their lower walls show clear waterlines and mud splatters, indicating inundation. Roofs, while largely intact, exhibit signs of minor damage like missing shingles or discoloration. Bare, snapped tree trunks and denuded, flattened shrubs dominate the surrounding landscape, stripped of all foliage. The sky is uniformly grey and overcast, casting a somber, diffused light over the waterlogged and devastated scene."
002842_sat.png,002842_svi.png,Severe,"A street level photo of a post-hurricane coastal town in complete devastation. The ground is a treacherous mix of deep mud, murky standing water, and extensive dark, wet debris, including splintered wood, mangled household items, and uprooted vegetation. Asphalt roads are largely obscured by this chaotic rubble. Where residential structures once stood, only concrete foundations or bare slabs remain, surrounded by vast, irregular piles of twisted wreckage. The few surviving multi-story buildings exhibit severe roof damage with large missing sections, visible structural compromise, and shattered windows. The once-lush tropical foliage has been utterly stripped, leaving behind a dense, chaotic mass of snapped, defoliated tree trunks and broken branches, particularly pronounced along the distant, dark waterline. The scene is illuminated by clear, bright post-storm sunlight, casting sharp shadows that highlight the widespread destruction under a clear sky."
002843_sat.png,002843_svi.png,Severe,"A street level photo of a coastal neighborhood utterly devastated by a powerful hurricane or storm surge. The asphalt road is partially obscured by streaks of wet, light-colored sand and scattered woody debris, with larger piles of sand and muddy water pooling on driveways and lawns. Most trees are completely defoliated, appearing as skeletal, snapped trunks and broken, twisted branches, their leaves stripped away and strewn across the entire landscape. Houses, primarily single-story, show various degrees of damage including missing roof shingles, dislodged fascia, and broken windows. Many structures are caked in mud and debris. The scene is bathed in a bright, humid post-storm sunlight, casting harsh shadows and highlighting the widespread desolation under a clear or partly cloudy sky."
002844_sat.png,002844_svi.png,Severe,"A street level photo of a tropical residential neighborhood severely impacted by a hurricane. The asphalt road is slick with standing water and choked with extensive, matted debris, including snapped palm fronds, broken tree limbs, and general storm detritus. The surrounding yards are completely waterlogged, forming large, muddy pools that partially submerge several abandoned vehicles. Most trees are defoliated, their branches stripped bare, and many appear snapped or severely damaged, creating a stark, skeletal landscape. One prominent house in the foreground displays severe roof damage with large portions missing, revealing structural elements underneath, and possibly shattered windows. Other houses, while appearing more intact, are surrounded by piles of debris. The scene is lit by a mix of direct sunlight and soft light from a partially cloudy, post-storm sky, casting strong shadows and emphasizing the devastation."
002845_sat.png,002845_svi.png,Moderate,"A street level photo of a coastal residential area in the immediate aftermath of a hurricane or tropical storm. The asphalt road is wet and littered with an abundance of organic debris, including snapped palm fronds, broken tree branches, and scattered leaves. Standing floodwaters inundate the grassy areas, front yards, and possibly portions of the sidewalks. Single-story houses, likely of a coastal architectural style, line the street; some exhibit visible roof damage such as missing shingles or uneven surfaces. Numerous palm trees are either snapped in half, severely defoliated, or leaning at extreme angles, their trunks stripped bare. The sky is bright and clear, with harsh sunlight casting distinct shadows, indicating post-storm conditions."
002846_sat.png,002846_svi.png,Severe,"A street level photo of a coastal neighborhood after a severe hurricane, showing widespread environmental devastation. The paved road is completely submerged in murky, brown floodwater that reflects a partially overcast sky, and is heavily choked with an immense amount of muddy organic debris including snapped tree branches, defoliated leaves, and tangled vegetation. Waterlogged yards and open areas on either side are similarly buried under deep piles of debris. In the mid-ground, a commercial-style building with a distinctive dark green gabled roof appears structurally sound, though its lower walls and foundation are clearly surrounded by standing floodwaters and extensive debris. The once lush tropical trees are now skeletal, many completely stripped bare of leaves, snapped midway up their trunks, or leaning precariously. The air feels heavy and humid, with diffuse, soft daylight filtering through lingering clouds, casting subtle shadows and highlighting the wet, chaotic scene."
002847_sat.png,002847_svi.png,Moderate,"A street level photo of a residential neighborhood after a significant storm. The asphalt roads are largely clear, but the grassy verges and front yards are heavily littered with storm debris, including numerous fallen tree branches, scattered leaves, and some displaced household items. Many single-story houses exhibit visible roof damage, with missing shingles, patchy exposed underlayment, and dislodged sections, though their primary structures appear intact. The trees throughout the neighborhood are severely defoliated, displaying bare branches and snapped limbs, indicating strong winds. The scene is bathed in the soft, diffused light of an overcast sky, suggesting recent inclement weather or lingering cloud cover."
002848_sat.png,002848_svi.png,Moderate,"A street level photo of a residential neighborhood along a canal after a hurricane. The asphalt roads are mostly clear but lined with scattered vegetative debris, and a large pile of fallen tree branches and fronds occupies the central median. Green lawns are littered with smaller debris. Houses show varying degrees of roof damage, including missing shingles and dislodged tiles, but remain structurally sound. Many attached screen pool enclosures are completely destroyed, appearing as twisted aluminum and netting wreckage on the ground. Palm trees are defoliated, leaning, or snapped, with other trees showing broken limbs. Several boats are visible in the dark canal, some appearing dislodged from their docks. The scene is illuminated by bright, clear sunshine, casting distinct shadows, indicating post-storm conditions."
002849_sat.png,002849_svi.png,Severe,"A street level photo of a severely damaged coastal neighborhood after a major hurricane. The asphalt road is partially submerged in murky floodwaters, reflecting the dull, overcast sky. Piles of dark, matted organic debris, including snapped tree trunks, broken branches, and defoliated brown foliage, blanket the ground around the houses and along the roadside. The homes, while mostly standing, exhibit significant damage, with roofs showing missing shingles and some structural compromise, and debris scattered against their walls. Bare, twisted skeletons of trees and snapped palm trees with stripped fronds are scattered throughout the scene. The heavy, overcast sky casts a somber, diffused light over the widespread devastation."
002850_sat.png,002850_svi.png,Moderate,"A street level photo of a coastal neighborhood after a recent hurricane. The paved asphalt roads and parking lots are scattered with a significant amount of brown and green vegetative debris, including fallen palm fronds, snapped branches, and clumps of leaves, with some small puddles reflecting a recent rain. Larger piles of this debris are pushed to the side of the roads and along property lines. The buildings, primarily one and two-story structures, feature a mix of vibrant blue corrugated metal roofs, light grey metal roofs, and flat brown roofs, appearing largely structurally sound from this view, though some walls may show dirt or minor cosmetic damage. Many palm trees in the area are severely defoliated, with bare, bent, or broken trunks, and other deciduous trees show significant branch breakage and sparse foliage. The sky is partly cloudy with diffused sunlight casting soft shadows, indicating a period of recovery after the main storm."
002851_sat.png,002851_svi.png,Severe,"A street level photo of a residential area in the immediate aftermath of a severe tropical storm. The paved asphalt road is visibly wet and covered with extensive, scattered organic debris including defoliated leaves, snapped tree branches, and broken palm fronds. Large, dark puddles and shallow standing water are present in ditches and low-lying ground areas, reflecting the bright, clear post-storm sunlight. Surrounding the road, most trees are severely defoliated, appearing as skeletal, bare trunks and broken branches; many palm trees have bent or missing fronds, while some small shrubs are flattened. Buildings in the background, including elevated white houses, appear structurally intact with clean, damp roofs and potentially water-stained lower walls. The overall scene conveys a sense of desolation and a landscape heavily scoured by wind and water under a bright, clear sky."
002852_sat.png,002852_svi.png,Severe,"A street level photo of a severely storm-damaged residential neighborhood. The narrow, unpaved dirt road is dark, muddy, and heavily covered with massive piles of tangled, bare tree branches and woody debris. On either side, what were once green trees now stand as skeletal, denuded trunks and snapped limbs, completely stripped of any foliage. Residential houses are visible; some appear to have relatively intact walls but are surrounded by intense devastation, while at least one prominent house clearly shows significant roof damage, with missing sections, exposed rafters, or possibly a temporary blue tarp covering. The sky is overcast and grey, casting a somber, muted light over the scene, emphasizing the widespread destruction and desolation."
002853_sat.png,002853_svi.png,Severe,"A street level photo of a severely hurricane-damaged coastal residential area. The cracked asphalt road is littered with dense vegetative debris including snapped branches and fallen leaves. Houses on the street exhibit significant structural damage; one prominent house has a large section of its roof completely missing, revealing exposed wooden framing and interior wreckage, while other nearby structures show extensive exterior damage and debris piled around them. All surrounding trees are heavily defoliated, with many appearing snapped or stripped bare, their skeletal branches forming a desolate backdrop. The ground is muddy in places, covered in a thick layer of organic debris. The scene is under the harsh, clear light of a post-disaster day, casting strong shadows."
002854_sat.png,002854_svi.png,Severe,"A street level photo of a severely hurricane-damaged wetland or coastal forest. The narrow dirt road is shallowly flooded and muddy, reflecting an overcast sky. On either side, dense tropical vegetation is heavily defoliated, featuring numerous bare, snapped tree branches and tangled undergrowth. Piles of fallen leaves and broken woody debris are scattered across the wet ground. The atmosphere is humid and somber under diffuse, grey light, with no visible human structures, only the raw impact on nature."
002855_sat.png,002855_svi.png,Severe,"A street level photo of a devastatingly hurricane-damaged residential street in a coastal area. The asphalt road is impassable, completely buried under a thick, chaotic carpet of snapped tree branches, shredded palm fronds, and shattered building materials like wooden planks, shingles, and insulation. Houses along the street exhibit catastrophic structural damage; many have their roofs entirely ripped off, exposing raw wooden beams, internal framing, and the interiors of homes to the elements. Walls are visibly damaged, with broken and shattered windows. Uprooted palm trees, some snapped in half, and defoliated deciduous trees lie strewn across front yards and sidewalks, contributing to the overwhelming debris field. The ground is visibly wet and muddy in patches, with puddles reflecting a bright, post-storm clear sky casting sharp, dramatic shadows across the chaotic scene, highlighting the immense scale of destruction and desolation."
002856_sat.png,002856_svi.png,Severe,"A street level photo of a severely hurricane-damaged coastal neighborhood. The paved asphalt road is completely covered with a thick layer of dry, tangled vegetation debris, broken wood, and scattered household items. Massive piles of structural and vegetative debris are stacked along the sides of the road. Residential buildings, many with tan or white stucco walls, show significant damage; some tiled roofs have missing sections and visible damage, while flat roofs are covered with debris. Broken windows and damaged siding are visible on several homes. The once lush tropical trees are now skeletal, stripped bare of leaves, with numerous snapped trunks and branches scattered everywhere. The bright, clear sunlight casts stark shadows, highlighting the devastation on a dry, post-storm day."
002857_sat.png,002857_svi.png,Severe,"A street level photo of a severe hurricane-damaged coastal area. The unpaved road is muddy and covered with scattered branches, wet sand, and dark, slick debris. The ground on either side is completely choked with massive piles of defoliated tree branches, snapped trunks, and tangled, dried vegetation, forming a chaotic, brown and gray landscape. What was once a vibrant tropical ecosystem is now a dense array of bare, skeletal trees, many snapped halfway, uprooted, or bent sharply, their bark stripped away by extreme winds. One sturdy, but clearly weathered, building with a distinctive green roof stands amidst the desolation, its lower walls showing signs of water damage and impact from debris, with some windows potentially broken. The air is thick with humidity under a dull, overcast sky, casting a somber, muted light over the scene, with stagnant, murky floodwaters visible in the distance and reflecting the gray sky, littered with scattered debris."
002858_sat.png,002858_svi.png,Moderate,"A street level photo of a suburban residential neighborhood after a tropical storm. The dry asphalt roads are clear in the center but have scattered palm fronds, small branches, and other organic debris along the curbs and on the surrounding vibrant green lawns. Most houses appear structurally sound with intact roofs (various colors like grey, brown, and terracotta), though some properties might have localized debris piles or minor external damage. The most prominent feature is the widespread damage to the vegetation: numerous palm trees lining the streets are severely impacted, with many snapped mid-trunk, others completely defoliated, or showing heavily shredded fronds. The scene is illuminated by bright, clear sunlight, casting long, distinct shadows, indicating a sunny day following the event."
002859_sat.png,002859_svi.png,Severe,"A street level photo of a residential neighborhood in a coastal area, severely damaged by a hurricane. The asphalt road is visibly wet and stained with brownish mud, partially obscured by extensive vegetative debris. Yards are completely covered in massive piles of snapped tree branches, defoliated palm fronds, and other organic wreckage. Houses exhibit varying degrees of damage; some have visible roof damage like missing shingles or torn sections, while others feature heavily damaged or completely destroyed rooflines (e.g., a bright white metal roof possibly indicating a new repair or tarp). Some pool or lanai screen enclosures are visibly collapsed or destroyed. Severely defoliated and snapped palm trees line the street, standing amidst the widespread devastation. The scene is illuminated by bright sunlight under a clear or partly cloudy sky, casting sharp shadows, depicting the immediate aftermath of a powerful storm."
002860_sat.png,002860_svi.png,Severe,"A street level photo of a severely hurricane-damaged coastal neighborhood. The paved road is dark with standing water and covered in a thick layer of wet, tangled debris including broken tree limbs, roofing materials, and miscellaneous household items. Houses lining the street stand battered, with several exhibiting significant roof damage, some completely ripped off exposing internal structures, while others show missing shingles and severe structural compromise to porches, carports, and detached sheds. Windows are visibly broken or boarded up, and some facades show water staining or impact marks. Surrounding vegetation is completely defoliated, with numerous trees snapped, uprooted, and strewn across yards and the street, contributing to the widespread debris. The sky is overcast and grey, casting a somber, muted light over the waterlogged and devastated environment."
002861_sat.png,002861_svi.png,Moderate,"A street level photo of a post-disaster residential neighborhood in a subtropical region. The asphalt roads are largely obscured by a thick layer of gritty, light-colored sand and dark, wet mud, with several prominent brown puddles reflecting the clear sky. Surrounding the houses, the ground is covered in massive piles of tangled, brown vegetation debris, including countless snapped tree branches, defoliated shrubs, and broken palm fronds. The houses themselves appear structurally sound, featuring light-colored, sloped roofs and solid walls, though they are likely stained with mud and dirt from the passing storm. The scene is bathed in bright sunlight, casting sharp shadows from the remaining structures and the chaotic mounds of organic wreckage, highlighting the stark contrast between the intense destruction of the landscape and the resilience of the buildings."
002862_sat.png,002862_svi.png,Severe,"A street level photo of a coastal commercial area completely inundated by murky, brown floodwaters after a powerful hurricane. The asphalt roads and vast parking lots are submerged, reflecting a somber, overcast sky. Extensive debris, including snapped palm fronds, fallen tree branches, and miscellaneous detritus, floats in the deep water and is piled along curbs and building entrances. The sturdy, low-rise commercial buildings, though appearing structurally sound above the waterline, show water stains high on their lower walls, with potential broken windows or sandbagged entrances. Many palm trees are completely defoliated, standing as skeletal trunks, while other resilient trees are stripped of most leaves. The atmosphere is quiet, depicting a scene of widespread devastation and cleanup awaiting."
002863_sat.png,002863_svi.png,Moderate,"A street level photo of a residential neighborhood in the aftermath of a strong tropical storm or hurricane. The asphalt roads are mostly clear, but the green lawns and paved driveways are extensively littered with scattered organic debris, including numerous snapped palm fronds, small tree branches, and leaves. Houses are mostly intact, featuring stucco walls and tiled roofs, though some roofs show minor damage such as missing tiles or dislodged elements. Palm trees lining the streets are severely defoliated, appearing as bare trunks or with heavily tattered fronds. Other mature trees have lost significant foliage and branches. The scene is illuminated by clear, bright sunlight, casting sharp shadows, indicating the storm has recently passed and the weather is now clear. There is no visible standing water or flooding on the streets, but the ground may appear damp in shaded areas."
002864_sat.png,002864_svi.png,Severe,"A street level photo of a rural intersection in a disaster-affected area on a bright, sunny day after a powerful wind event. The asphalt road is mostly clear but scattered with small debris like leaves and twigs. The grassy verges alongside the road are littered with larger branches and fallen power lines, with some utility poles leaning precariously. To the left, a dense forest stretches into the distance, appearing as a chaotic landscape of splintered tree trunks, broken branches, and defoliated trees, indicative of catastrophic wind damage. Along the right side, a dark body of water is bordered by heavily defoliated and bent trees, their bare branches silhouetted against the sky. A single-story house in the foreground appears structurally sound, with its roof mostly intact, but its immediate surroundings are messy with fallen branches and yard debris. The sky is clear or partly cloudy, casting sharp shadows that emphasize the recent devastation and the stillness of the aftermath."
002865_sat.png,002865_svi.png,Moderate,"A street level photo of a residential neighborhood severely affected by high winds. The paved asphalt road is mostly clear but with scattered small branches and debris along the edges. Houses, featuring light-colored and mostly intact roofs, show signs of cosmetic damage or potentially missing shingles. Some windows may appear damaged or boarded. The yards and tree lines are heavily impacted, with numerous defoliated trees, some snapped or leaning trunks, and large amounts of broken branches, leaves, and other vegetative debris strewn across lawns, sidewalks, and beneath trees. The overall scene is illuminated by bright, clear daylight, casting distinct shadows, suggesting post-storm clear weather."
002866_sat.png,002866_svi.png,Severe,"A street level photo of a desolate rural road cutting through a severely storm-damaged landscape. The wet asphalt road reflects the dull, overcast sky, with scattered small debris like broken twigs and wet leaves. On both sides of the road, the dense vegetation is completely defoliated, revealing a chaotic tangle of snapped, bare tree branches and countless fallen trunks, forming a massive debris field. The forest floor is a muddy, debris-strewn expanse of exposed earth and flattened undergrowth. The scene is illuminated by a soft, diffused light under a heavy, overcast sky, emphasizing the stark and widespread destruction."
002867_sat.png,002867_svi.png,Severe,"A street level photo of a coastal neighborhood severely impacted by a hurricane. The wet, dark asphalt road is almost entirely obscured by massive, tangled piles of snapped tree branches, defoliated palm fronds, and dark vegetative debris, making it impassable. Large, muddy puddles and areas of standing water cover the ground and flood the residential yards. Houses in the foreground feature resilient-looking, light-colored metal roofs, some with minor discolored patches, but their surroundings are chaotic with debris piled against foundations and scattered everywhere. The dense vegetation behind the houses is completely defoliated, revealing a desolate landscape of bare, twisted tree trunks and snapped branches under a bright, partly cloudy sky, characteristic of the clear aftermath of a powerful storm."
002868_sat.png,002868_svi.png,Severe,"A street level photo of a post-hurricane coastal neighborhood, showing widespread devastation. The asphalt roads are heavily obscured by a thick, wet layer of mud, sand, and massive amounts of organic debris including snapped palm fronds, broken tree trunks, and tangled branches. Many houses exhibit extreme structural damage: some are completely collapsed or reduced to rubble, while others have large sections of their roofs ripped away, exposing skeletal frameworks and shattered windows. Yards are filled with debris from houses and vegetation. The remaining vegetation consists of defoliated, twisted, and broken trees, resembling splintered stumps. The scene is bathed in the dull, diffused light of an overcast sky, suggesting recent heavy rains and ongoing recovery efforts, with reflective puddles scattered across the debris-laden ground."
002869_sat.png,002869_svi.png,Severe,"A street level photo of a suburban neighborhood severely damaged by a recent hurricane. The asphalt road, though largely intact, is lined with dense accumulations of green organic debris, including snapped tree branches, fallen palm fronds, and discarded household items. Front yards are completely covered with a thick carpet of scattered leaves, larger broken tree limbs, and various forms of wreckage. Houses, typically single to two-story, exhibit widespread and significant roof damage, with large sections of shingles stripped away, exposing bare plywood and dark underlayment; at least one roof is covered by a stark blue emergency tarp. Broken windows and damaged garage doors are visible on several structures. Numerous tall palm trees are either snapped halfway up their trunks, completely defoliated, or leaning precariously, with their fronds scattered across the ground. The sky is bright and overcast, casting a soft, diffuse light typical of the post-storm aftermath, indicating the ground is dry, but the area is clearly in the initial stages of recovery."
002870_sat.png,002870_svi.png,Severe,"A street level photo of a coastal residential neighborhood immediately after a severe hurricane or tropical storm. The asphalt roads are extensively flooded with dark, murky brown water, reflecting a dull, overcast sky. Yards and property perimeters are saturated and heavily littered with a dense layer of dark, wet vegetative debris, including countless snapped branches, fallen palm fronds, and piles of stripped leaves. The once lush tropical vegetation is severely damaged; most trees are defoliated, appearing skeletal and bare, with many palm trees bent, leaning, or completely stripped of fronds. Houses largely feature intact roofs (white, light grey, and a subtle green), but their lower levels are visibly waterlogged and surrounded by accumulated debris. The air is heavy and humid, with a strong sense of recent devastation under a grey, post-storm sky."
002871_sat.png,002871_svi.png,Severe,"A street level photo of a severely damaged and flooded coastal neighborhood after a major hurricane. The dark asphalt road is completely submerged under murky, brown floodwater, reflecting the dull, overcast sky. Piles of dense, tangled vegetative debris, including snapped tree trunks and bare, broken branches, cover the waterlogged ground and line the inundated streets. All trees are completely defoliated, presenting a skeletal, barren landscape of dark wood. Houses appear battered, with their lower sections stained by floodwaters and possibly broken windows, though their roofs remain largely intact. A person in a bright yellow protective suit is wading through the chest-deep floodwater on the road, near a partially submerged crosswalk. The scene is desolate, showing extensive environmental destruction and water pervasive throughout the area."
002872_sat.png,002872_svi.png,Moderate,"A street level photo of a coastal residential neighborhood immediately after a major hurricane or tropical storm. The asphalt roads are largely obscured by a thick, wet, and matted layer of vegetative debris, consisting of countless fallen leaves, snapped branches, and small plants, mixed with mud and sand. Scattered shallow puddles reflect the dull, overcast sky. Houses stand amidst the wreckage; many feature relatively intact light-colored shingled roofs, showing resilience to the storm, while others, like a prominent dark-roofed house in the mid-ground, display visible damage with sections of missing shingles and exposed underlying roofing materials. The once lush tropical vegetation is utterly transformed; almost all deciduous trees are completely defoliated and bare, their branches stark and broken, while numerous palm trees are snapped, bent, or stripped of their fronds, lying scattered across yards and roadsides. Piles of tangled, brown and green woody debris are prevalent, lining properties and encroaching upon driveways. The scene is illuminated by a soft, diffuse light, consistent with a cloudy, post-storm sky, creating a somber and damp atmosphere."
002873_sat.png,002873_svi.png,Severe,"A street level photo of a residential neighborhood devastated by a powerful hurricane. The paved asphalt road is extensively covered with thick piles of woody debris, including large, snapped tree limbs, tangled defoliated branches, and scattered leaves. Houses along the street, a mix of single-story and two-story structures, show clear signs of severe wind damage, with many roofs having missing shingles, some with visible structural damage, and various windows appearing broken or boarded up. Yards are overwhelmed with fallen, uprooted, and snapped trees, their bare, twisted branches creating a chaotic, skeletal landscape. The ground appears damp and muddy in places due to the recent storm. The sky is overcast, casting a somber, muted light over the scene of widespread destruction."
002874_sat.png,002874_svi.png,Severe,"A street level photo of a residential neighborhood severely damaged by a hurricane. The dark asphalt roads are extensively wet, with patches of shallow standing water reflecting an overcast, muted sky. The roads, sidewalks, and front lawns are choked with massive amounts of organic debris, including thick piles of snapped tree branches, shredded leaves, and tattered palm fronds. The houses, primarily single-story or two-story, show significant damage: roofs have numerous missing shingles, some areas are stripped to the underlying structure, and many windows are shattered or hastily boarded up with plywood. The entire landscape is dominated by skeletal trees, stripped completely bare of foliage, with many larger limbs broken and strewn about. The atmosphere is damp and heavy, illuminated by the flat, diffused light of a post-storm day, creating a somber and desolate scene."
002875_sat.png,002875_svi.png,Severe,"A street level photo of a severely hurricane-damaged coastal residential neighborhood. The asphalt road is heavily covered with wet, dark brown organic debris, including broken branches and mud. Yards are completely covered in splintered wood and defoliated tree limbs. Houses, typical single-story suburban style, show extensive roof damage with large sections missing or heavily stripped of shingles, exposing dark interior spaces and rafters. Many trees are snapped, stripped bare, and uprooted, lying across properties and driveways. The ground is saturated and muddy under bright, clear sunlight, casting sharp shadows."
002876_sat.png,002876_svi.png,Moderate,"A street level photo of a upscale residential neighborhood in the aftermath of a hurricane. The paved asphalt road is visible but has scattered wet leaves, small branches, and other organic debris. Lawns are heavily littered with widespread vegetation debris, including numerous snapped palm fronds, broken tree limbs, and some smaller uprooted plants. Many palm trees are visibly damaged, with trunks snapped clean, fronds ripped away, or severe bending. The houses, featuring large designs with reddish-brown tile roofs, appear largely intact structurally, though some may exhibit missing tiles or minor fascia damage. The sky is clear and bright, with sunlight casting long shadows, indicating the storm has passed and it's either morning or late afternoon."
002877_sat.png,002877_svi.png,Severe,"A street level photo of a severely hurricane-damaged tropical neighborhood. The wet asphalt road is partially covered with mud and littered with massive organic debris, including snapped tree branches, broken palm fronds, and various pieces of household wreckage. Murky brown floodwaters fill ditches and low-lying areas, partially submerging a white car and creating large puddles and reflecting the sky. Elevated houses with light-colored roofs (pale green and white) stand amidst the devastation, their structures appearing somewhat resilient despite the surrounding chaos. However, their foundations and lower walls might show signs of waterlines or impact. The once lush vegetation is completely destroyed, with countless palm trees and other tropical trees snapped, defoliated, or reduced to bare, broken trunks and stumps, leaving a desolate and barren landscape. The scene is bathed in bright, clear post-storm sunlight under a partly cloudy sky, casting sharp shadows and emphasizing the stark desolation."
002878_sat.png,002878_svi.png,Severe,"A street level photo of a severely damaged coastal town after a disaster. The paved roads are heavily littered with dark, widespread debris, including splintered wood, roofing materials, and tree branches. Patches of dark, murky water or mud are visible on the road surface and along gutters. Buildings, both residential and commercial, show extensive damage: many roofs have missing shingles, exposed rafters, or large holes, and some structural components appear compromised. Debris is piled against the facades of structures. Vegetation is severely affected, with most trees defoliated, many snapped or leaning precariously, adding to the piles of organic debris. The scene is bathed in clear, post-disaster daylight, casting defined shadows."
002879_sat.png,002879_svi.png,Severe,"A street level photo of a severely hurricane-damaged coastal neighborhood. The ground is saturated with dark standing water and thick mud, covering much of the yards and pooling along the edges of the wet, debris-strewn asphalt road. Residential houses, predominantly single-story homes with pitched roofs, appear structurally intact but show signs of damage such as missing shingles or fascia, and potentially broken or boarded-up windows. The once lush tropical vegetation is completely devastated; countless trees are snapped, defoliated, and stand as bare, skeletal trunks and branches, while dense undergrowth is flattened or stripped. Piles of organic and structural debris, including what appears to be a large mound of wreckage from collapsed structures, are scattered throughout the landscape. The sky is heavily overcast, casting a somber, muted light over the scene, emphasizing the widespread destruction."
002880_sat.png,002880_svi.png,Severe,"A street level photo of a desolate, coastal road after a severe hurricane. The asphalt road, showing cracks and minor damage, is partially obscured by sandy deposits and scattered organic debris, hinting at a recent storm surge. On both sides, the once-lush tropical vegetation is completely defoliated, transformed into a skeletal landscape of snapped, bare tree trunks and broken branches, covered in muted tones of brown and grey. A lone, modest one-story house with an intact brown shingle roof and white siding stands slightly elevated on the right, seemingly spared the worst structural damage, but is surrounded by the same dense, woody debris and stripped vegetation. Further into the ravaged landscape, a small white boat rests incongruously on the sandy, debris-strewn ground, far from any visible body of water. The sky is overcast and diffused, casting a flat, somber light that enhances the scene's devastation and suggests a lingering dampness in the air."
002881_sat.png,002881_svi.png,Severe,"A street level photo of a coastal residential area after a severe hurricane. The asphalt road is partially visible, but heavily littered with a chaotic mix of brown vegetative debris, broken tree limbs, and torn palm fronds. On either side of the road, the landscape is completely overwhelmed by a dense, impassable carpet of splintered tree trunks, snapped branches, and defoliated foliage, creating a stark, barren appearance. Most trees are stripped bare, appearing as skeletal, dark brown sticks or broken stumps. In the background, resilient residential buildings with sturdy construction are visible, their main structures appearing mostly intact, though their roofs likely sustained significant damage like missing shingles. The scene is bathed in clear, strong sunlight, casting distinct shadows and highlighting the extensive devastation under a bright sky."
002882_sat.png,002882_svi.png,Severe,"A street level photo of a residential neighborhood severely damaged by a major hurricane. The asphalt and dirt roads are choked with massive amounts of vegetative debris, including snapped tree trunks, broken branches, and defoliated palm fronds, making passage difficult. The ground is muddy and saturated with visible puddles and darker, damp patches, indicating recent heavy flooding. Residential homes, mostly single-story, show significant damage; many roofs have missing shingles or exposed underlayment, and some structures appear to have broken windows or minor facade damage from debris impact. The once lush tropical vegetation is utterly devastated, with nearly all trees defoliated, appearing as bare, skeletal forms, many snapped mid-trunk or completely uprooted and strewn across yards and properties. The scene is under an overcast, somber sky, casting a dim, uniform light over the widespread destruction."
